,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,age,work_year,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,month_on_book,target
15979,5065437,0,1,0,more,270,Working,Secondary / secondary special,Married,With parents,36.32328767,6.301369863,0,0,0,Managers,more,21,0
11074,5046362,0,0,1,0,90,Working,Secondary / secondary special,Civil marriage,With parents,39.41369863,0.380821918,1,1,0,Sales staff,2,43,0
29070,5117071,0,0,0,more,315,State servant,Higher education,Married,House / apartment,35.2,10.51780822,0,0,1,Core staff,more,33,0
36198,5047662,0,0,1,1,67.5,Commercial associate,Secondary / secondary special,Married,House / apartment,51.7260274,11.27123288,0,0,0,Accountants,more,34,1
15650,5062444,0,0,1,0,67.5,State servant,Secondary / secondary special,Married,House / apartment,54.29589041,31.22739726,0,0,0,Unknown,2,55,1
6401,5029362,1,1,1,more,360,Working,Secondary / secondary special,Married,House / apartment,36.89041096,2.298630137,0,1,0,Managers,more,14,0
36319,5097145,1,1,0,1,405,Commercial associate,Secondary / secondary special,Married,House / apartment,40.38356164,3.928767123,0,1,0,Managers,more,33,1
10655,5045799,0,1,0,0,202.5,Working,Higher education,Married,House / apartment,25.32054795,0.380821918,0,0,0,Accountants,2,5,0
29888,5118441,0,1,0,1,108,Commercial associate,Higher education,Married,House / apartment,44.21369863,1.180821918,1,0,0,Sales staff,more,42,1
20516,5089414,0,0,0,0,94.5,Working,Secondary / secondary special,Married,House / apartment,51.26849315,9.936986301,1,0,0,Unknown,2,3,0
36374,5116906,1,1,1,0,211.5,Pensioner,Secondary / secondary special,Married,House / apartment,41.22465753,20.69315068,0,0,0,Core staff,2,14,1
19540,5087652,0,0,1,0,135,Pensioner,Secondary / secondary special,Widow,House / apartment,67.34246575,7.247955325,0,0,0,Unknown,1,37,0
13780,5054313,0,0,0,0,112.5,Commercial associate,Secondary / secondary special,Married,House / apartment,55.57534247,4.750684932,1,1,0,High skill tech staff,2,48,1
21557,5090729,1,1,1,more,360,Commercial associate,Incomplete higher,Married,House / apartment,34.09863014,5.931506849,0,0,0,Unknown,more,28,1
36243,5058350,1,0,1,0,99,Pensioner,Higher education,Separated,House / apartment,67.42739726,7.247955325,0,0,0,Unknown,1,37,1
36295,5092087,1,1,1,more,247.5,Working,Secondary / secondary special,Married,House / apartment,47.45205479,1.465753425,0,0,0,Laborers,more,30,1
36244,5058352,0,0,1,0,99,Pensioner,Higher education,Separated,House / apartment,67.42739726,7.247955325,0,0,0,Unknown,1,11,1
16306,5066373,0,0,0,0,121.5,Working,Secondary / secondary special,Separated,House / apartment,45.1260274,7.520547945,0,1,0,Unknown,1,55,1
9739,5042082,0,1,0,0,315,Commercial associate,Higher education,Married,House / apartment,53.4109589,4.597260274,0,1,0,Accountants,2,15,0
18856,5078804,0,0,1,0,306,Working,Secondary / secondary special,Married,House / apartment,51.85479452,8.15890411,0,0,0,High skill tech staff,2,36,1
11019,5046284,0,0,1,0,67.05,Pensioner,Higher education,Married,House / apartment,66.5890411,7.247955325,0,0,0,Unknown,2,1,0
33972,5143216,0,0,1,1,247.5,Working,Secondary / secondary special,Married,House / apartment,47.15342466,1.117808219,0,1,0,Security staff,more,10,0
27902,5115513,0,0,0,1,81,Working,Secondary / secondary special,Married,With parents,35.10136986,9.284931507,1,1,0,Core staff,more,18,0
36232,5054063,1,0,0,1,157.5,Working,Secondary / secondary special,Married,House / apartment,44.99726027,3.994520548,0,0,0,Drivers,more,31,1
13743,5054272,0,0,0,0,90,Working,Secondary / secondary special,Married,House / apartment,54.77534247,0.495890411,0,1,0,Sales staff,2,14,0
19779,5088233,0,0,1,0,135,Pensioner,Secondary / secondary special,Married,House / apartment,59.30684932,7.247955325,0,0,0,Unknown,2,9,0
7499,5035860,0,0,1,0,270,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,58.04109589,6.523287671,0,0,0,Accountants,1,26,0
29464,5117723,0,0,0,0,247.5,Working,Higher education,Separated,House / apartment,51.22191781,4.931506849,0,1,0,High skill tech staff,1,40,1
26541,5112787,0,0,1,0,90,Pensioner,Secondary / secondary special,Married,House / apartment,56.64383562,7.247955325,0,1,0,Unknown,2,4,0
9588,5041895,0,0,0,0,135,Working,Secondary / secondary special,Married,House / apartment,43.39452055,4.178082192,1,1,0,Sales staff,2,5,0
36133,5022426,0,0,1,0,90,Working,Secondary / secondary special,Civil marriage,House / apartment,45.39452055,1.416438356,0,0,0,Laborers,2,35,1
3276,5022909,1,0,0,0,189,State servant,Secondary / secondary special,Married,House / apartment,43.15616438,7.589041096,0,0,0,Core staff,2,19,0
36220,5052659,0,0,1,0,103.5,Working,Secondary / secondary special,Married,House / apartment,28.48219178,1.545205479,0,0,1,IT staff,2,18,1
24692,5117576,0,1,0,0,180,Working,Secondary / secondary special,Married,House / apartment,52.92328767,31.62191781,0,0,0,Medicine staff,2,60,0
28299,5116021,0,1,1,0,450,Pensioner,Higher education,Widow,House / apartment,60.50136986,7.247955325,0,1,0,Unknown,1,8,0
36331,5105644,1,1,1,0,202.5,Working,Higher education,Married,House / apartment,48.17808219,8.265753425,0,0,0,Drivers,2,13,1
36289,5090451,0,0,0,0,139.5,Working,Higher education,Single / not married,House / apartment,32.42465753,2.684931507,0,1,0,Unknown,1,37,1
36105,5008827,1,1,1,0,180,Pensioner,Higher education,Married,House / apartment,51.43013699,7.247955325,0,0,0,Unknown,2,37,1
19429,5086036,0,0,1,0,90,Working,Secondary / secondary special,Married,House / apartment,47.79178082,3.046575342,1,0,0,Laborers,2,51,0
36175,5035868,0,0,1,0,99,State servant,Secondary / secondary special,Single / not married,House / apartment,48.17534247,1.101369863,0,0,0,Core staff,2,40,1
32354,5137004,1,1,0,0,139.5,Working,Secondary / secondary special,Married,House / apartment,50.22739726,22.30958904,1,1,0,Drivers,2,28,0
14897,5061489,0,0,1,1,135,Working,Incomplete higher,Married,House / apartment,43.69315068,25.64109589,0,0,0,Unknown,more,42,0
36381,5117351,0,0,0,0,135,Pensioner,Secondary / secondary special,Widow,Municipal apartment,62.53972603,7.247955325,0,0,0,Unknown,1,27,1
12533,5052727,0,0,1,0,270,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,46.4109589,5.38630137,0,0,0,Cleaning staff,1,8,0
24458,5099794,1,1,1,more,135,Working,Secondary / secondary special,Married,House / apartment,38.78356164,6.01369863,1,1,0,Unknown,more,37,1
1779,5011025,1,1,1,more,99,State servant,Secondary / secondary special,Married,With parents,45.36438356,8.863013699,0,0,0,Drivers,more,30,0
36194,5046324,0,0,1,1,157.5,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,42.37260274,6.216438356,0,1,0,Low-skill Laborers,more,40,1
32969,5139955,1,1,1,0,135,Working,Higher education,Married,House / apartment,32.18082192,1.098630137,1,1,0,Managers,2,39,0
28315,5116041,0,0,0,1,225,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,38.32054795,2.698630137,0,0,1,Accountants,2,22,0
33568,5142734,1,0,0,1,360,Working,Higher education,Married,House / apartment,30.44383562,1.284931507,1,1,0,Managers,more,51,1
22840,5092435,0,1,1,0,112.5,Pensioner,Secondary / secondary special,Married,House / apartment,54.57808219,7.247955325,0,1,0,Unknown,2,42,1
36126,5021376,0,0,1,0,247.5,Working,Higher education,Married,House / apartment,60.54794521,1.583561644,0,0,1,Managers,2,20,1
18854,5078802,0,0,1,0,306,Working,Secondary / secondary special,Married,House / apartment,51.85479452,8.15890411,0,0,0,High skill tech staff,2,60,1
17704,5068195,1,1,0,0,270,Working,Secondary / secondary special,Married,House / apartment,49.04383562,9.893150685,0,0,0,Laborers,2,12,0
22786,5092367,1,0,1,0,126,Pensioner,Higher education,Married,House / apartment,63.2739726,7.247955325,0,0,0,Unknown,2,52,0
7860,5036629,1,1,1,1,180,Working,Secondary / secondary special,Civil marriage,House / apartment,41.44383562,15.82465753,0,0,0,Unknown,more,32,0
8735,5038583,0,0,1,0,112.5,Pensioner,Secondary / secondary special,Married,House / apartment,66.64931507,7.247955325,0,0,0,Unknown,2,7,0
23962,5096451,0,0,0,1,144,Commercial associate,Higher education,Married,House / apartment,34.93972603,3.602739726,1,1,0,Unknown,more,60,0
